prijmeni	jmeno	strana	id
Grégr	Miroslav	ČSSD	id_0166
Gross	Stanislav	ČSSD	id_0168
Grulich	Václav	ČSSD	id_0169
Hofman	Jiří	ČSSD	id_0193
Hojdar	Josef	ČSSD	id_0195
Hulinský	Petr	ČSSD	id_0216
Chobot	František	ČSSD	id_0225
Jičínský	Zdeněk	ČSSD	id_0244
Kapoun	Miroslav	ČSSD	id_0264
Kopecký	Robert	ČSSD	id_0297
Kořínková	Květoslava	ČSSD	id_0302
Kostrhun	Jan	ČSSD	id_0305
Kraus	Michal	ČSSD	id_0324
Kučera	Miloslav	ČSSD	id_0339
Kuneš	Michael	ČSSD	id_0346
Kupčová	Jitka	ČSSD	id_0347
Laštůvka	Vladimír	ČSSD	id_0358
Macháček	Antonín	ČSSD	id_0380
Machovec	Karel	ČSSD	id_0382
Maňásek	Jaroslav	ČSSD	id_0385
Melčák	Miloš	ČSSD	id_0403
Noveská	Marie	ČSSD	id_0445
Orgoníková	Hana	ČSSD	id_0463
Palas	Jaroslav	ČSSD	id_0468
Polášek	Luděk	ČSSD	id_0519
Sehnalová	Olga	ČSSD	id_0559
Schling	Jaromír	ČSSD	id_0564
Skopal	Ladislav	ČSSD	id_0572
Snítilý	Evžen	ČSSD	id_0579
Sobotka	Bohuslav	ČSSD	id_0581
Svoboda	Václav	ČSSD	id_0604
Škromach	Zdeněk	ČSSD	id_0624
Španbauer	František	ČSSD	id_0633
Špidla	Vladimír	ČSSD	id_0634
Štěpová	Vlasta	ČSSD	id_0639
Šulák	Petr	ČSSD	id_0643
Teplík	Tomáš	ČSSD	id_0652
Tešnar	Dušan	ČSSD	id_0654
Titz	Miloš	ČSSD	id_0655
Tomíček	Rudolf	ČSSD	id_0659
Turek	Radim	ČSSD	id_0665
Václavek	Jiří	ČSSD	id_0676
Vlček	Miloslav	ČSSD	id_0695
Wagner	Jozef	ČSSD	id_0725
Zachardová	Jindřiška	ČSSD	id_0734
Zaorálek	Lubomír	ČSSD	id_0739
Zeman	Eduard	ČSSD	id_0745
Zeman	Miloš	ČSSD	id_0746
Žižka	Jan	ČSSD	id_0760
Bebarová Rujbrová	Zuzka	KSČM	id_0027
Čelišová	Květoslava	KSČM	id_0089
Exner	Václav	KSČM	id_0132
Filip	Vojtěch	KSČM	id_0142
Frank	Václav	KSČM	id_0151
Gongol	Jaroslav	KSČM	id_0162
Grebeníček	Miroslav	KSČM	id_0163
Houzák	Josef	KSČM	id_0208
Jirousová	Taťána	KSČM	id_0246
Klanica	Zdeněk	KSČM	id_0274
Kováčik	Pavel	KSČM	id_0315
Mandík	Josef	KSČM	id_0386
Maštálka	Jiří	KSČM	id_0396
Matulka	Dalibor	KSČM	id_0398
Ransdorf	Miloslav	KSČM	id_0535
Recman	Svatomír	KSČM	id_0537
Svobodová	Alena	KSČM	id_0605
Šimůnek	Petr	KSČM	id_0619
Škorpilová	Hana	KSČM	id_0623
Štrait	Jaroslav	KSČM	id_0642
Vacek	Miroslav	KSČM	id_0675
Vymětal	Karel	KSČM	id_0721
Ambrozek	Libor	KDU-ČSL	id_0005
Bělehrádek	Stanislav	KDU-ČSL	id_0029
Borák	Josef	KDU-ČSL	id_0058
Holáň	Vilém	KDU-ČSL	id_0196
Janeček	Josef	KDU-ČSL	id_0237
Jurková	Pavla	KDU-ČSL	id_0253
Karas	Jiří	KDU-ČSL	id_0266
Kasal	Jan	KDU-ČSL	id_0269
Lukáš	Věnceslav	KDU-ČSL	id_0372
Lux	Josef	KDU-ČSL	id_0374
Mach	Karel	KDU-ČSL	id_0378
Orel	Jaroslav	KDU-ČSL	id_0462
Severa	Pavel	KDU-ČSL	id_0562
Šafařík	Pavel	KDU-ČSL	id_0609
Šojdrová	Michaela	KDU-ČSL	id_0631
Talíř	Jaromír	KDU-ČSL	id_0648
Tollner	Pavel	KDU-ČSL	id_0658
Výborný	Miloslav	KDU-ČSL	id_0719
Hrůzová	Vlasta	SPR-RSČ	id_0214
Krampera	Zdeněk	SPR-RSČ	id_0320
Krejsa	Josef	SPR-RSČ	id_0326
Loukota	Milan	SPR-RSČ	id_0371
Maixner	Pavel	SPR-RSČ	id_0383
Nehera	Jindřich	SPR-RSČ	id_0427
Novák	Jaroslav	SPR-RSČ	id_0440
Nývltová	Radomíra	SPR-RSČ	id_0454
Pešková	Jana	SPR-RSČ	id_0493
Rajsiglová	Laura	SPR-RSČ	id_0533
Sládek	Miroslav	SPR-RSČ	id_0573
Smetana	Martin	SPR-RSČ	id_0575
Šmucr	Rudolf	SPR-RSČ	id_0628
Vik	Jan	SPR-RSČ	id_0691
Vrcha	Oldřich	SPR-RSČ	id_0716
Vrzáň	Petr	SPR-RSČ	id_0718
Zajíc	Petr	SPR-RSČ	id_0735
Zajícová	Blanka	SPR-RSČ	id_0736
Bratinka	Pavel	ODA	id_0062
Češka	Roman	ODA	id_0101
Dlouhý	Vladimír	ODA	id_0111
Hofhanzl	Čestmír	ODA	id_0192
Kalvoda	Jan	ODA	id_0261
Kroupa	Daniel	ODA	id_0328
Kudláček	Libor	ODA	id_0342
Kulka	Dušan	ODA	id_0345
Ledvinka	Karel	ODA	id_0361
Mašek	Ivan	ODA	id_0395
Navrátil	Dušan	ODA	id_0421
Prokop	Michal	ODA	id_0525
Skalický	Jiří	ODA	id_0569
